starttime	seconds	ctime	dtime	ttime	wait
Sat Apr 06 01:21:54 2024	1712355714	0	29	29	29
Sat Apr 06 01:21:55 2024	1712355715	5	25	29	24
Sat Apr 06 01:21:55 2024	1712355715	4	25	29	25
Sat Apr 06 01:21:54 2024	1712355714	1	28	29	27
Sat Apr 06 01:21:54 2024	1712355714	1	29	29	28
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	25
Sat Apr 06 01:21:55 2024	1712355715	4	25	30	25
Sat Apr 06 01:21:55 2024	1712355715	4	26	30	24
Sat Apr 06 01:21:54 2024	1712355714	2	27	30	27
Sat Apr 06 01:21:54 2024	1712355714	0	29	30	27
Sat Apr 06 01:21:54 2024	1712355714	0	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	5	24	30	24
Sat Apr 06 01:21:55 2024	1712355715	0	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	2	27	30	25
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	4	25	30	25
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	28
Sat Apr 06 01:21:54 2024	1712355714	0	29	30	28
Sat Apr 06 01:21:55 2024	1712355715	3	26	30	26
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	28
Sat Apr 06 01:21:55 2024	1712355715	3	27	30	27
Sat Apr 06 01:21:55 2024	1712355715	4	26	30	24
Sat Apr 06 01:21:54 2024	1712355714	0	29	30	28
Sat Apr 06 01:21:55 2024	1712355715	2	27	30	27
Sat Apr 06 01:21:54 2024	1712355714	1	28	30	27
Sat Apr 06 01:21:55 2024	1712355715	2	27	30	27
Sat Apr 06 01:21:55 2024	1712355715	4	26	30	26
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	28	30	28
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	28
Sat Apr 06 01:21:54 2024	1712355714	0	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	5	25	30	24
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	29
Sat Apr 06 01:21:55 2024	1712355715	3	27	30	27
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	27
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	29
Sat Apr 06 01:21:55 2024	1712355715	5	25	30	23
Sat Apr 06 01:21:54 2024	1712355714	2	28	30	28
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	28
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	2	27	30	27
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	27
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	28
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	29
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	26
Sat Apr 06 01:21:55 2024	1712355715	0	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	30
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	28
Sat Apr 06 01:21:55 2024	1712355715	3	27	30	27
Sat Apr 06 01:21:55 2024	1712355715	0	30	30	29
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	28
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	28
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	28
Sat Apr 06 01:21:54 2024	1712355714	2	28	30	28
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	27
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	28
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	30
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	30
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	4	26	30	24
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	30
Sat Apr 06 01:21:54 2024	1712355714	2	28	30	28
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	1	30	30	28
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	28
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	27
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	0	30	30	29
Sat Apr 06 01:21:54 2024	1712355714	2	28	30	28
Sat Apr 06 01:21:54 2024	1712355714	5	25	30	25
Sat Apr 06 01:21:55 2024	1712355715	3	28	30	27
Sat Apr 06 01:21:55 2024	1712355715	0	30	30	28
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	29
Sat Apr 06 01:21:55 2024	1712355715	0	30	30	29
Sat Apr 06 01:21:55 2024	1712355715	3	28	30	27
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	30
Sat Apr 06 01:21:55 2024	1712355715	2	29	30	28
Sat Apr 06 01:21:54 2024	1712355714	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	2	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	2	28	30	28
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	27
Sat Apr 06 01:21:55 2024	1712355715	2	28	30	28
Sat Apr 06 01:21:54 2024	1712355714	0	30	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	30	30	29
Sat Apr 06 01:21:55 2024	1712355715	0	30	30	30
Sat Apr 06 01:21:55 2024	1712355715	3	27	30	27
Sat Apr 06 01:21:55 2024	1712355715	0	30	30	30
Sat Apr 06 01:21:55 2024	1712355715	0	30	30	30
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	30	29
Sat Apr 06 01:21:54 2024	1712355714	0	30	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	28
Sat Apr 06 01:21:55 2024	1712355715	1	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	26
Sat Apr 06 01:21:54 2024	1712355714	1	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	27
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	29	31	28
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	27
Sat Apr 06 01:21:55 2024	1712355715	2	28	31	28
Sat Apr 06 01:21:55 2024	1712355715	0	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	3	27	31	27
Sat Apr 06 01:21:55 2024	1712355715	2	29	31	29
Sat Apr 06 01:21:54 2024	1712355714	1	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	4	27	31	27
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	29
Sat Apr 06 01:21:55 2024	1712355715	2	29	31	29
Sat Apr 06 01:21:54 2024	1712355714	2	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	4	27	31	27
Sat Apr 06 01:21:55 2024	1712355715	0	30	31	28
Sat Apr 06 01:21:55 2024	1712355715	4	27	31	27
Sat Apr 06 01:21:55 2024	1712355715	4	27	31	27
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	2	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	29
Sat Apr 06 01:21:54 2024	1712355714	2	29	31	29
Sat Apr 06 01:21:54 2024	1712355714	2	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	1	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	2	29	31	28
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	3	27	31	27
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	28
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	28
Sat Apr 06 01:21:55 2024	1712355715	2	29	31	29
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	4	27	31	27
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	28
Sat Apr 06 01:21:55 2024	1712355715	4	27	31	27
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	30
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	31
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	29
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	29
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	4	27	31	27
Sat Apr 06 01:21:54 2024	1712355714	2	29	31	29
Sat Apr 06 01:21:55 2024	1712355715	0	31	31	29
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	27
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	29
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	28
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	28
Sat Apr 06 01:21:55 2024	1712355715	1	31	31	28
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	29
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	31
Sat Apr 06 01:21:54 2024	1712355714	5	27	31	26
Sat Apr 06 01:21:54 2024	1712355714	4	27	31	27
Sat Apr 06 01:21:55 2024	1712355715	0	31	31	31
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	31	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	31
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	29
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	31
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	0	31	31	30
Sat Apr 06 01:21:54 2024	1712355714	3	29	31	29
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	30
Sat Apr 06 01:21:55 2024	1712355715	1	30	31	29
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	31
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	25
Sat Apr 06 01:21:54 2024	1712355714	5	27	31	27
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	1	31	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	30	31	30
Sat Apr 06 01:21:55 2024	1712355715	3	28	31	26
Sat Apr 06 01:21:55 2024	1712355715	4	28	31	27
Sat Apr 06 01:21:54 2024	1712355714	0	31	31	31
Sat Apr 06 01:21:55 2024	1712355715	5	27	31	24
Sat Apr 06 01:21:54 2024	1712355714	1	31	31	30
Sat Apr 06 01:21:54 2024	1712355714	1	30	32	30
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:55 2024	1712355715	1	30	32	29
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	2	30	32	30
Sat Apr 06 01:21:55 2024	1712355715	4	27	32	27
Sat Apr 06 01:21:55 2024	1712355715	4	28	32	27
Sat Apr 06 01:21:55 2024	1712355715	1	31	32	28
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	30
Sat Apr 06 01:21:55 2024	1712355715	4	28	32	26
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	29
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	30
Sat Apr 06 01:21:54 2024	1712355714	2	30	32	29
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:55 2024	1712355715	1	31	32	31
Sat Apr 06 01:21:55 2024	1712355715	3	29	32	28
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	3	29	32	29
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	31
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	1	30	32	30
Sat Apr 06 01:21:54 2024	1712355714	0	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	5	27	32	27
Sat Apr 06 01:21:55 2024	1712355715	3	29	32	29
Sat Apr 06 01:21:55 2024	1712355715	1	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	3	29	32	29
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	30
Sat Apr 06 01:21:55 2024	1712355715	4	28	32	26
Sat Apr 06 01:21:55 2024	1712355715	2	30	32	30
Sat Apr 06 01:21:55 2024	1712355715	1	31	32	31
Sat Apr 06 01:21:55 2024	1712355715	3	29	32	28
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	31
Sat Apr 06 01:21:55 2024	1712355715	0	32	32	30
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	30
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	2	31	32	30
Sat Apr 06 01:21:54 2024	1712355714	2	31	32	30
Sat Apr 06 01:21:55 2024	1712355715	2	30	32	30
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:55 2024	1712355715	2	31	32	29
Sat Apr 06 01:21:55 2024	1712355715	2	31	32	30
Sat Apr 06 01:21:54 2024	1712355714	5	27	32	27
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	31
Sat Apr 06 01:21:54 2024	1712355714	3	30	32	30
Sat Apr 06 01:21:55 2024	1712355715	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	31
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:55 2024	1712355715	4	28	32	28
Sat Apr 06 01:21:54 2024	1712355714	1	32	32	31
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	30
Sat Apr 06 01:21:55 2024	1712355715	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	5	27	32	27
Sat Apr 06 01:21:54 2024	1712355714	2	31	32	31
Sat Apr 06 01:21:54 2024	1712355714	2	31	32	30
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	31
Sat Apr 06 01:21:55 2024	1712355715	2	30	32	30
Sat Apr 06 01:21:54 2024	1712355714	1	31	32	31
Sat Apr 06 01:21:55 2024	1712355715	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	1	32	32	31
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	32
Sat Apr 06 01:21:55 2024	1712355715	4	29	32	26
Sat Apr 06 01:21:55 2024	1712355715	1	32	32	31
Sat Apr 06 01:21:54 2024	1712355714	2	31	32	30
Sat Apr 06 01:21:55 2024	1712355715	3	30	32	28
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	32
Sat Apr 06 01:21:54 2024	1712355714	2	31	32	30
Sat Apr 06 01:21:54 2024	1712355714	1	32	32	30
Sat Apr 06 01:21:55 2024	1712355715	2	30	32	29
Sat Apr 06 01:21:54 2024	1712355714	0	32	32	31
Sat Apr 06 01:21:55 2024	1712355715	4	29	32	28
Sat Apr 06 01:21:55 2024	1712355715	2	31	32	29
Sat Apr 06 01:21:54 2024	1712355714	3	29	32	29
Sat Apr 06 01:21:55 2024	1712355715	3	29	33	29
Sat Apr 06 01:21:55 2024	1712355715	2	30	33	29
Sat Apr 06 01:21:54 2024	1712355714	1	31	33	31
Sat Apr 06 01:21:54 2024	1712355714	0	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	1	31	33	31
Sat Apr 06 01:21:55 2024	1712355715	4	29	33	26
Sat Apr 06 01:21:55 2024	1712355715	0	32	33	30
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	2	31	33	30
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	32
Sat Apr 06 01:21:55 2024	1712355715	2	31	33	30
Sat Apr 06 01:21:54 2024	1712355714	0	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	30
Sat Apr 06 01:21:54 2024	1712355714	1	31	33	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	32
Sat Apr 06 01:21:54 2024	1712355714	4	28	33	28
Sat Apr 06 01:21:54 2024	1712355714	2	31	33	31
Sat Apr 06 01:21:55 2024	1712355715	1	32	33	32
Sat Apr 06 01:21:55 2024	1712355715	3	30	33	28
Sat Apr 06 01:21:54 2024	1712355714	2	31	33	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	32
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	1	31	33	31
Sat Apr 06 01:21:55 2024	1712355715	3	30	33	29
Sat Apr 06 01:21:55 2024	1712355715	1	31	33	30
Sat Apr 06 01:21:55 2024	1712355715	3	30	33	30
Sat Apr 06 01:21:55 2024	1712355715	1	31	33	31
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:55 2024	1712355715	0	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:55 2024	1712355715	1	32	33	30
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	31
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	0	32	33	32
Sat Apr 06 01:21:55 2024	1712355715	0	33	33	32
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	32
Sat Apr 06 01:21:54 2024	1712355714	2	31	33	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	32
Sat Apr 06 01:21:54 2024	1712355714	2	31	33	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:55 2024	1712355715	2	31	33	30
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:55 2024	1712355715	0	33	33	32
Sat Apr 06 01:21:54 2024	1712355714	1	33	33	32
Sat Apr 06 01:21:55 2024	1712355715	0	33	33	33
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:55 2024	1712355715	3	31	33	30
Sat Apr 06 01:21:55 2024	1712355715	3	30	33	28
Sat Apr 06 01:21:55 2024	1712355715	3	30	33	28
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	33	32
Sat Apr 06 01:21:55 2024	1712355715	3	31	33	31
Sat Apr 06 01:21:55 2024	1712355715	2	31	33	31
Sat Apr 06 01:21:55 2024	1712355715	5	28	33	27
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:55 2024	1712355715	2	31	33	31
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	31
Sat Apr 06 01:21:55 2024	1712355715	3	31	33	30
Sat Apr 06 01:21:54 2024	1712355714	1	33	33	33
Sat Apr 06 01:21:55 2024	1712355715	0	33	33	33
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:55 2024	1712355715	2	31	33	30
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:55 2024	1712355715	3	30	33	28
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	32
Sat Apr 06 01:21:55 2024	1712355715	2	31	33	30
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:55 2024	1712355715	3	31	33	30
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	31
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	32
Sat Apr 06 01:21:55 2024	1712355715	0	33	33	33
Sat Apr 06 01:21:54 2024	1712355714	0	33	33	33
Sat Apr 06 01:21:55 2024	1712355715	2	31	33	30
Sat Apr 06 01:21:54 2024	1712355714	1	32	33	31
Sat Apr 06 01:21:55 2024	1712355715	0	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	0	33	34	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	30
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	0	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	1	32	34	30
Sat Apr 06 01:21:55 2024	1712355715	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	0	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	0	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	4	30	34	29
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	1	32	34	32
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	3	31	34	28
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	0	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:54 2024	1712355714	0	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	3	31	34	31
Sat Apr 06 01:21:55 2024	1712355715	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	3	31	34	30
Sat Apr 06 01:21:55 2024	1712355715	0	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	32
Sat Apr 06 01:21:54 2024	1712355714	2	32	34	31
Sat Apr 06 01:21:55 2024	1712355715	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:55 2024	1712355715	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	34
Sat Apr 06 01:21:55 2024	1712355715	3	31	34	30
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	3	31	34	30
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	30
Sat Apr 06 01:21:54 2024	1712355714	4	29	34	29
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	34
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	33
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	32
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	31
Sat Apr 06 01:21:55 2024	1712355715	3	31	34	28
Sat Apr 06 01:21:54 2024	1712355714	0	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	2	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	34
Sat Apr 06 01:21:54 2024	1712355714	2	32	34	32
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	33
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	34
Sat Apr 06 01:21:55 2024	1712355715	0	34	34	32
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	34
Sat Apr 06 01:21:54 2024	1712355714	5	29	34	29
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	0	34	34	34
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:54 2024	1712355714	2	33	34	32
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	32
Sat Apr 06 01:21:55 2024	1712355715	0	34	34	34
Sat Apr 06 01:21:54 2024	1712355714	2	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	33
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	30
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	34
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	34	30
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	1	33	34	30
Sat Apr 06 01:21:55 2024	1712355715	5	29	34	29
Sat Apr 06 01:21:55 2024	1712355715	1	33	34	30
Sat Apr 06 01:21:55 2024	1712355715	1	33	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	32
Sat Apr 06 01:21:54 2024	1712355714	3	31	34	31
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	32
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	34
Sat Apr 06 01:21:55 2024	1712355715	3	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:55 2024	1712355715	4	30	34	30
Sat Apr 06 01:21:54 2024	1712355714	1	34	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	1	34	34	30
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:54 2024	1712355714	2	33	34	31
