starttime	seconds	ctime	dtime	ttime	wait
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	32
Sat Apr 06 01:21:55 2024	1712355715	4	31	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	33
Sat Apr 06 01:21:55 2024	1712355715	3	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	5	29	34	29
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	33
Sat Apr 06 01:21:55 2024	1712355715	0	34	34	34
Sat Apr 06 01:21:55 2024	1712355715	3	32	34	30
Sat Apr 06 01:21:55 2024	1712355715	2	33	34	31
Sat Apr 06 01:21:54 2024	1712355714	3	31	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	2	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	32
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	34	34	33
Sat Apr 06 01:21:54 2024	1712355714	3	31	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:55 2024	1712355715	2	33	34	32
Sat Apr 06 01:21:55 2024	1712355715	4	30	34	30
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	33
Sat Apr 06 01:21:54 2024	1712355714	1	34	34	34
Sat Apr 06 01:21:54 2024	1712355714	2	33	34	31
Sat Apr 06 01:21:55 2024	1712355715	3	31	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	34	34
Sat Apr 06 01:21:54 2024	1712355714	1	33	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	34	30
Sat Apr 06 01:21:55 2024	1712355715	1	34	34	33
Sat Apr 06 01:21:55 2024	1712355715	3	32	34	30
Sat Apr 06 01:21:54 2024	1712355714	0	34	34	34
Sat Apr 06 01:21:55 2024	1712355715	2	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	2	32	34	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:55 2024	1712355715	2	33	35	32
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	33
Sat Apr 06 01:21:54 2024	1712355714	0	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	33
Sat Apr 06 01:21:54 2024	1712355714	0	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	3	32	35	32
Sat Apr 06 01:21:54 2024	1712355714	1	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	1	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	33
Sat Apr 06 01:21:54 2024	1712355714	0	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	33
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	0	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	0	34	35	34
Sat Apr 06 01:21:55 2024	1712355715	1	34	35	32
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	35
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	33
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	33
Sat Apr 06 01:21:54 2024	1712355714	0	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	33
Sat Apr 06 01:21:55 2024	1712355715	1	34	35	34
Sat Apr 06 01:21:55 2024	1712355715	2	33	35	32
Sat Apr 06 01:21:55 2024	1712355715	2	33	35	32
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	34
Sat Apr 06 01:21:55 2024	1712355715	2	33	35	32
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	32
Sat Apr 06 01:21:55 2024	1712355715	1	34	35	32
Sat Apr 06 01:21:55 2024	1712355715	2	33	35	32
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	35
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	33
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	31
Sat Apr 06 01:21:55 2024	1712355715	2	33	35	32
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	33
Sat Apr 06 01:21:54 2024	1712355714	1	35	35	34
Sat Apr 06 01:21:55 2024	1712355715	1	34	35	33
Sat Apr 06 01:21:55 2024	1712355715	0	35	35	33
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	33
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	34
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	33
Sat Apr 06 01:21:55 2024	1712355715	1	34	35	32
Sat Apr 06 01:21:54 2024	1712355714	1	35	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	32
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:55 2024	1712355715	1	35	35	33
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	35	35	33
Sat Apr 06 01:21:55 2024	1712355715	0	35	35	33
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	35
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	1	35	35	33
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	33
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	34
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	31
Sat Apr 06 01:21:55 2024	1712355715	2	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	2	33	35	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	35
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	33
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:55 2024	1712355715	0	35	35	35
Sat Apr 06 01:21:54 2024	1712355714	2	34	35	34
Sat Apr 06 01:21:55 2024	1712355715	1	34	35	32
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:55 2024	1712355715	4	32	35	32
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:55 2024	1712355715	2	33	35	32
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	35
Sat Apr 06 01:21:54 2024	1712355714	1	35	35	34
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	2	34	35	33
Sat Apr 06 01:21:54 2024	1712355714	1	34	35	34
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	35
Sat Apr 06 01:21:54 2024	1712355714	0	35	35	35
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	34
Sat Apr 06 01:21:55 2024	1712355715	3	33	36	33
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	34
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:55 2024	1712355715	1	35	36	33
Sat Apr 06 01:21:55 2024	1712355715	0	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	34
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	34
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	31
Sat Apr 06 01:21:54 2024	1712355714	1	34	36	33
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	32
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	32
Sat Apr 06 01:21:55 2024	1712355715	1	35	36	33
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	33
Sat Apr 06 01:21:55 2024	1712355715	0	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	35	36	33
Sat Apr 06 01:21:55 2024	1712355715	0	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	34
Sat Apr 06 01:21:54 2024	1712355714	0	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	34
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	34
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	34
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	33
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	34
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	34
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	32
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	34
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:55 2024	1712355715	1	35	36	33
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	34
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	34
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:55 2024	1712355715	0	36	36	36
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	34
Sat Apr 06 01:21:55 2024	1712355715	1	35	36	33
Sat Apr 06 01:21:55 2024	1712355715	0	36	36	36
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	34
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	34
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	36
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	32
Sat Apr 06 01:21:55 2024	1712355715	4	32	36	32
Sat Apr 06 01:21:55 2024	1712355715	1	35	36	32
Sat Apr 06 01:21:54 2024	1712355714	1	36	36	35
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	32
Sat Apr 06 01:21:55 2024	1712355715	0	36	36	33
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:55 2024	1712355715	1	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	33
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	33
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	34
Sat Apr 06 01:21:55 2024	1712355715	1	35	36	32
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	36
Sat Apr 06 01:21:55 2024	1712355715	0	36	36	33
Sat Apr 06 01:21:54 2024	1712355714	1	36	36	36
Sat Apr 06 01:21:55 2024	1712355715	4	32	36	32
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	2	35	36	34
Sat Apr 06 01:21:54 2024	1712355714	1	36	36	36
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	36	35
Sat Apr 06 01:21:54 2024	1712355714	2	35	36	34
Sat Apr 06 01:21:55 2024	1712355715	2	34	36	33
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	36
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	36
Sat Apr 06 01:21:54 2024	1712355714	2	34	36	31
Sat Apr 06 01:21:54 2024	1712355714	1	35	36	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	36	36
Sat Apr 06 01:21:54 2024	1712355714	0	36	36	36
Sat Apr 06 01:21:54 2024	1712355714	0	36	37	36
Sat Apr 06 01:21:55 2024	1712355715	2	35	37	34
Sat Apr 06 01:21:54 2024	1712355714	0	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	35
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	35
Sat Apr 06 01:21:55 2024	1712355715	2	34	37	33
Sat Apr 06 01:21:55 2024	1712355715	0	37	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	35	37	35
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	0	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	0	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	33
Sat Apr 06 01:21:54 2024	1712355714	1	35	37	33
Sat Apr 06 01:21:54 2024	1712355714	2	34	37	31
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	3	34	37	31
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	33
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	36
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	35
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	36
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	36
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	36
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	35
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	36
Sat Apr 06 01:21:55 2024	1712355715	2	35	37	33
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:55 2024	1712355715	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	3	34	37	31
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	35
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	34
Sat Apr 06 01:21:55 2024	1712355715	2	35	37	35
Sat Apr 06 01:21:55 2024	1712355715	2	35	37	35
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	31
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:55 2024	1712355715	1	37	37	37
Sat Apr 06 01:21:55 2024	1712355715	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	2	35	37	35
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:55 2024	1712355715	1	37	37	36
Sat Apr 06 01:21:54 2024	1712355714	2	36	37	34
Sat Apr 06 01:21:55 2024	1712355715	1	37	37	35
Sat Apr 06 01:21:54 2024	1712355714	2	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	5	33	37	33
Sat Apr 06 01:21:55 2024	1712355715	1	37	37	36
Sat Apr 06 01:21:54 2024	1712355714	2	36	37	34
Sat Apr 06 01:21:54 2024	1712355714	3	35	37	31
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	2	36	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	37	36
Sat Apr 06 01:21:55 2024	1712355715	1	37	37	35
Sat Apr 06 01:21:54 2024	1712355714	1	37	37	37
Sat Apr 06 01:21:55 2024	1712355715	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	37	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	36
Sat Apr 06 01:21:54 2024	1712355714	2	36	37	33
Sat Apr 06 01:21:54 2024	1712355714	1	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	0	37	37	37
Sat Apr 06 01:21:54 2024	1712355714	2	36	37	34
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	5	33	38	33
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	36
Sat Apr 06 01:21:55 2024	1712355715	1	37	38	37
Sat Apr 06 01:21:55 2024	1712355715	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:55 2024	1712355715	0	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	2	35	38	35
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	35
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:55 2024	1712355715	2	36	38	35
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	35
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	35
Sat Apr 06 01:21:55 2024	1712355715	2	36	38	35
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	38	36
Sat Apr 06 01:21:55 2024	1712355715	0	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	38	35
Sat Apr 06 01:21:54 2024	1712355714	5	33	38	33
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	37
Sat Apr 06 01:21:55 2024	1712355715	0	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:55 2024	1712355715	1	36	38	35
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	33
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	33
Sat Apr 06 01:21:54 2024	1712355714	0	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	3	35	38	35
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:55 2024	1712355715	2	36	38	35
Sat Apr 06 01:21:55 2024	1712355715	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:55 2024	1712355715	2	36	38	35
Sat Apr 06 01:21:55 2024	1712355715	1	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	33
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:55 2024	1712355715	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	5	33	38	33
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	38
Sat Apr 06 01:21:55 2024	1712355715	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	38	38	36
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	2	36	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	36
Sat Apr 06 01:21:55 2024	1712355715	1	37	38	37
Sat Apr 06 01:21:55 2024	1712355715	0	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	37
Sat Apr 06 01:21:55 2024	1712355715	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	38
Sat Apr 06 01:21:54 2024	1712355714	1	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	38	37
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	38	35
Sat Apr 06 01:21:54 2024	1712355714	2	36	39	36
Sat Apr 06 01:21:54 2024	1712355714	1	37	39	37
Sat Apr 06 01:21:54 2024	1712355714	5	33	39	33
Sat Apr 06 01:21:55 2024	1712355715	1	38	39	37
Sat Apr 06 01:21:55 2024	1712355715	1	38	39	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	1	37	39	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	0	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	0	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	35
Sat Apr 06 01:21:54 2024	1712355714	0	38	39	38
Sat Apr 06 01:21:55 2024	1712355715	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	36
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	0	38	39	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	36
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	37
Sat Apr 06 01:21:55 2024	1712355715	2	37	39	35
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	37
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	36
Sat Apr 06 01:21:55 2024	1712355715	1	38	39	37
Sat Apr 06 01:21:54 2024	1712355714	0	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	36
Sat Apr 06 01:21:54 2024	1712355714	0	38	39	38
Sat Apr 06 01:21:55 2024	1712355715	2	37	39	35
Sat Apr 06 01:21:54 2024	1712355714	0	39	39	38
Sat Apr 06 01:21:55 2024	1712355715	1	38	39	35
Sat Apr 06 01:21:54 2024	1712355714	0	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	1	37	39	37
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	37
Sat Apr 06 01:21:55 2024	1712355715	1	38	39	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	0	39	39	36
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	37
Sat Apr 06 01:21:54 2024	1712355714	0	39	39	39
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	37
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	1	39	39	38
Sat Apr 06 01:21:54 2024	1712355714	1	39	39	39
Sat Apr 06 01:21:54 2024	1712355714	1	38	39	38
Sat Apr 06 01:21:54 2024	1712355714	2	38	39	37
Sat Apr 06 01:21:54 2024	1712355714	1	39	39	38
Sat Apr 06 01:21:54 2024	1712355714	2	37	39	37
Sat Apr 06 01:21:54 2024	1712355714	0	39	39	36
Sat Apr 06 01:21:54 2024	1712355714	0	39	39	39
Sat Apr 06 01:21:54 2024	1712355714	0	39	39	39
